Target,Text,Text_es
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""","Hola... ¡Despierta..! ""Dulce"" ""mañana"" ""te da la bienvenida"" ""Disfruta"" ""este día"" ""lleno de alegría"".. ""BUEN DÍA""."
ham,ALRITE,"ALRITE se traduce como ""Está bien""."
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,"¿Por qué debemos quedarnos sentados y esperar a los días de verano para celebrar? Una vista tan mágica cuando el mundo está vestido de blanco. Oooooh, que haya nieve."
spam,URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,¡URGENTE! Su número de móvil ha sido premiado con un premio de £2000 GARANTIZADO. Llame al 09058094454 desde una línea fija. Reclame 3030. Válido solo por 12 horas.
ham,How do you guys go to see movies on your side.,¿Cómo van ustedes a ver películas por su lado?
ham,"Sorry,in meeting I'll call later","Lo siento, en la reunión te llamaré más tarde."
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,"No tenías que decírmelo... ahora estoy pensando. Además, él va a detener todas tus carreras."
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,"Por favor, envía a alguien a nuestro departamento antes de <DECIMAL> hoy."
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,"¡Lo siento! No puedes cancelar la suscripción aún. El paquete de oferta THE MOB tiene un plazo mínimo de 54 semanas. Por favor, vuelve a enviar la solicitud después de que expire. Responde THEMOB HELP para más información."
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,"Nada lor... Un poco aburrido también... Entonces, ¿por qué no te vas a casa temprano a dormir hoy?"
ham,What time should I tell my friend to be around?,¿A qué hora debería decirle a mi amigo que esté por aquí?
ham,Yes. that will be fine. Love you. Be safe.,Sí. Eso estará bien. Te amo. Cuídate.
ham,Thanks chikku..:-) gud nyt:-*,Gracias chikku..:-) buena noche:-*
ham,Is xy in ur car when u picking me up?,¿Está xy en tu coche cuando me recoges?
ham,"Thanx 4 the time weÃ¥Ãve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx","Gracias por el tiempo que hemos pasado juntos, ¡ha sido genial! Eres mi bebé y todo lo que quiero eres tú. ¡xxxx!"
ham,"Yo, any way we could pick something up tonight?","¿Yo, hay alguna manera de que podamos recoger algo esta noche?"
ham,I've not sent it. He can send me.,No lo he enviado. Él puede enviármelo.
ham,Fine am simply sitting.,Estoy simplemente sentado.
ham,Thts god's gift for birds as humans hav some natural gift frm god..,"Ese es el regalo de Dios para los pájaros, así como los humanos tienen algún regalo natural de Dios."
ham,Are you coming to day for class.,¿Vas a venir hoy a clase?
ham,Im done. Just studyn in library,He terminado. Solo estudiando en la biblioteca.
ham,Ok... U enjoy ur shows...,Está bien... Disfruta de tus programas...
ham,Anything...,Cualquier cosa...
ham,Where wuld I be without my baby? The thought alone mite break me and I donÃ¥Ãt wanna go crazy but everyboy needs his lady xxxxxxxx,"¿Dónde estaría sin mi bebé? Solo el pensamiento podría romperme y no quiero volverme loco, pero cada chico necesita a su chica xxxxxxxx"
ham,Wat's my dear doing? Sleeping ah?,"¿Qué está haciendo mi querida? ¿Durmiendo, ah?"
ham,Hi' Test on  &lt;#&gt; rd ....,"Hola, prueba en <#> rd ...."
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Solo el 2% de los estudiantes resolvieron esta pregunta de CAT en 'xam... 5+3+2= <#> 9+2+4= <#> 8+6+3= <#> entonces 7+2+5=????? Dime la respuesta si eres brillante... una cosa. Yo tengo la respuesta.
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,"¿Conoces a alguien que pueda comprar licor? Nuestro chico se desentendió y ahora mismo, si no conseguimos a alguien, solo tendremos 4 Loko toda la noche."
ham,Yup n her fren lor. I'm meeting my fren at 730.,"Sí, estoy con su amiga. Me encuentro con mi amiga a las 7:30."
ham,"Yeah, we got one lined up for us","Sí, tenemos uno preparado para nosotros."
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""","Y deja de preguntarte ""¿cuándo va a dejar de enviarme mensajes?!"" porque te enviaré mensajes cuando quiera porque eres MÍO... *ríe*"
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,"Jaja, sí, hice eso ayer. Ya tengo mi chimenea. Ahora es solo otro ícono que está ahí para mí."
ham,Hey i've booked the pilates and yoga lesson already... Haha,"Hola, ya he reservado la clase de pilates y yoga... Jaja."
ham,Are you ok. What happen to behave like this,¿Estás bien? ¿Qué te pasó para comportarte así?
spam,You have 1 new message. Please call 08712400200.,"Tienes 1 nuevo mensaje. Por favor, llama al 08712400200."
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,"Mi supervisor me encontró uno para mí, creo que es de sus estudiantes. Aún no le he preguntado. Te diré después de que le pregunte."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ","Hola. No hay noticias sobre el trabajo, ¡me están haciendo esperar una quinta semana! Sí, estoy listo para algunos woozles y weasels... Aún estoy en Exeter, pero estaré en casa alrededor de las 3."
ham,No message..no responce..what happend?,No hay mensaje... no hay respuesta... ¿qué pasó?
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,"Actualmente tenemos un mensaje esperando que lo recojas. Para recoger tu mensaje, solo llama al 08718723815."
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe","Hola cariño, perdona que no te respondí antes. Gary puede venir y arreglarlo porque cree que sabe lo que es, pero no va tan lejos como Ptbo y dice que costará <#> dólares. No sé si podría ser más barato encontrar a alguien allí. No tenemos ninguna máquina de segunda mano en este momento, dime qué quieres hacer, cariño."
ham,make that 3! 4 fucks sake?! x,¡Hazlo 3! ¿4 malditos?! x
ham,Leave it. U will always be ignorant.,Déjalo. Siempre serás ignorante.
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),"No, pero iré a la escuela el viernes bastante temprano porque mi hermana tiene un examen en la mañana :-)"
ham,at bruce b downs &amp; fletcher now,en Bruce B. Downs y Fletcher ahora
ham,Where are you ? You said you would be here when I woke ... :-(,¿Dónde estás? Dijiste que estarías aquí cuando despertara... :-(
ham,Hey now am free you can call me.,"Hola, ahora soy libre, puedes llamarme."
ham,Tell me whos this pls:-),"Dime quién es este, por favor. :-)"
spam,"URGENT! Your mobile was awarded a Ã¥Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011","¡URGENTE! Su móvil fue premiado con un bono de £1,500 en el concurso de llamadas el 27/6/03. ¡Nuestro último intento de contactarlo! Llame al 08714714011."
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.","Creo que podría tener que dejarlo pasar. Estoy enseñando hasta las doce, luego tengo una clase a las dos. Maldita sea esta cosa de trabajar."
ham,Id have to check but there's only like 1 bowls worth left,"Tendría que comprobarlo, pero solo queda como 1 tazón."
ham,Yes there were many sweets,"Sí, había muchos dulces."
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,"Lo haría, pero todavía estoy cómodo. Y agotado de anoche. Nadie fue a la escuela ni al trabajo. Todo está cerrado."
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,"Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llama al 09065174042. Para darte de baja, responde REVELA STOP. 1.50 por mensaje recibido. Atención al cliente 07821230901."
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,¡Buzzzz! *sonríe* ¿Te hice vibrar? ¿Vibrar tu pecho? ¿Vibrar tu polla? ¿Dónde guardas tu teléfono? ¿Está encendido el vibrador? ¿Lo sentiste temblar?
ham,Sir send to group mail check it.,"Señor, envíe el correo al grupo y revíselo."
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,"Estoy haciendo la introducción sobre las tendencias energéticas y los pros y contras... Breve descripción de la fusión nuclear y también una breve historia de ITER y JET, tengo alrededor de 7 páginas y media."
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",¡NADA! ¡EN NINGÚN LUGAR! ¡NO HAY DESCUENTO! ¡MIERDA EN ESO!
ham,You dont know you jabo me abi.,No sabes que me has jodido.
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","¿Alguna vez te das cuenta de que cuando estás conduciendo, cualquiera que vaya más lento que tú es un idiota y todos los que conducen más rápido que tú son unos maníacos?"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,Aún no había... ya le dije a la tía Sapna que ayer estaba... Chinnu está completamente débil y un poco moreno.
ham,"Are you being good, baby? :)","¿Estás siendo bueno, cariño? :)"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,La transacción NEFT con número de referencia <#> por Rs. <DECIMAL> ha sido acreditada en la cuenta del beneficiario el <#> a las <TIME>:<#>
ham,"Mostly sports type..lyk footbl,crckt..","Principalmente tipo deportes... como fútbol, cricket..."
ham,Ma head dey swell oh. Thanks for making my day,Me duele la cabeza. Gracias por hacer mi día.
ham,U should make a fb list,Deberías hacer una lista de Facebook.
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"Altura de la Confianza: Todos los profesores de Aeronáutica fueron llamados y se les pidió que se sentaran en un avión. Después de que se sentaron, se les dijo que el avión había sido hecho por sus estudiantes. Todos salieron apresuradamente del avión... Pero solo uno no se movió... Dijo: ""Si fue hecho por mis estudiantes..."""
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,"Sary solo necesita a Tim en los huevos y le dolió mucho, ¡así que me lo dijo!"
ham,Happy New Year Princess!,"¡Feliz Año Nuevo, Princesa!"
ham,"I'll text carlos and let you know, hang on","Le enviaré un mensaje a Carlos y te avisaré, espera un momento."
ham,"Don't worry, * is easy once have ingredients!","No te preocupes, * es fácil una vez que tengas los ingredientes."
ham,I love u 2 my little pocy bell I am sorry but I love u,"Te amo también, mi pequeña campanita. Lo siento, pero te amo."
ham,"Ok omw now, you at castor?","Ok, voy en camino ahora, ¿estás en Castor?"
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,"Yar, amigo... Sigue lloviendo sin parar... ¿O quieres ir a otro lugar?"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2","¡Oferta de Navidad! ¡Últimos modelos de Motorola, SonyEricsson y Nokia y Bluetooth o DVD GRATIS! Doble de minutos y 1000 mensajes de texto en Orange. Llama a MobileUpd8 al 08000839402 o llama para optar por no participar/4QF2."
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,"¿Qué quieres decir con que casi has terminado? ¿Terminado de dormir? Pero pensé que ibas a tomar una siesta... Sí, ya se la envié, así que la recogeré alrededor de las 4 o algo así."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","7 maravillas en mi MUNDO 7ª Tú 6ª Tu estilo 5ª Tu sonrisa 4ª Tu personalidad 3ª Tu naturaleza 2ª Tus mensajes de texto y 1ª ""Tu hermosa amistad""... buenos días, querido."
ham,"Tonight? Yeah, I'd be down for that","¿Esta noche? Sí, me apunto."
ham,What should i eat fo lunch senor,"¿Qué debería comer para el almuerzo, señor?"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ","Dijo que tuvo una buena risa cuando te vio de nuevo. ¡Posiblemente serías la primera persona en morir por NVQ, pero piensa en cuánto podrías hacer!"
ham,No break time one... How... I come out n get my stuff fr Ã_?,No hay tiempo de descanso... ¿Cómo... salgo y recojo mis cosas?
spam,Reply to win Ã¥Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,¡Responde para ganar £100 semanales! ¿Qué deporte profesional practica Tiger Woods? Envía STOP al 87239 para finalizar el servicio.
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz","Estoy ahí y puedo verte, pero tú no puedes verme. ¿Quizás deberías reiniciar mi? He visto el zumbido."
ham,Do you still have the grinder?,¿Todavía tienes el molinillo?
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,¡Tono polifónico número 1 para tu móvil cada semana! Solo envía un mensaje de texto PT2 al 87575. ¡Primer tono GRATIS! Así que empieza a enviar mensajes ahora y cuéntale a tus amigos. 150 p/tono. 16 responde HL para más información.
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","El amor no es una decisión, es un sentimiento. Si pudiéramos decidir a quién amar, entonces la vida sería mucho más simple, pero también menos mágica."
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","FANTASÍAS CALIENTES EN VIVO llama ahora al 08707509020 Solo 20p por minuto NTT Ltd, Apartado de correos 1327 Croydon CR9 5WB 0870 es una llamada a tarifa nacional"
ham,K.i did't see you.:)k:)where are you now?,K. No te vi. :) K :) ¿Dónde estás ahora?
ham,So i'm doing a list of buyers.,Así que estoy haciendo una lista de compradores.
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second","No tengo idea, supongo que lo resolveremos una hora después de que se supone que debemos irnos, ya que, como de costumbre, nadie tiene interés en averiguar las cosas antes del último segundo."
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,"No estoy del todo seguro de haber entendido ese texto, pero bueno. ¿Cuál fin de semana?"
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,"Lanzaron camisetas del día de San Valentín y cuando te la pones, deja la parte inferior desnuda en lugar de esos calzoncillos blancos."
ham,Don know..he is watching film in computer..,No sé... él está viendo una película en la computadora.
ham,No b4 Thursday,No antes del jueves.
ham,"Oh, then your phone phoned me but it disconnected","Oh, entonces tu teléfono me llamó pero se desconectó."
ham,Id onluy matters when getting on from offcampus,La identificación solo importa al ingresar desde fuera del campus.
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,"Este mensaje es gratuito. ¡Bienvenido al nuevo y mejorado club de Sexo y Dogging! Para darte de baja de este servicio, responde STOP. msgs@150p solo para mayores de 18 años."
ham,"Excellent, I'll see what riley's plans are","Excelente, veré cuáles son los planes de Riley."
ham,I will see in half an hour,Te veré en media hora.
spam,"You've won tkts to the EURO2004 CUP FINAL or Ã¥Â£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","Has ganado entradas para la FINAL de la EURO2004 o £800 en efectivo. Para recogerlas, llama al 09058099801 b4190604, POBOX 7876150ppm."
ham,Ew are you one of them?,¿Eres uno de ellos?
ham,Also hi wesley how've you been,"Hola, Wesley, ¿cómo has estado?"
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,"Ah, ya ves. Tienes que estar en la onda. Te haré saber qué demonios es cuando haya terminado de hacerlo."
spam,"Loan for any purpose Ã¥Â£500 - Ã¥Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","Préstamo para cualquier propósito de £500 a £75,000. Propietarios e inquilinos son bienvenidos. ¿Te han rechazado anteriormente? Aún podemos ayudarte. Llama gratis al 0800 1956669 o envía un mensaje de texto con 'ayuda'."
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,Actualiza ahora - Alquiler de línea naranja a mitad de precio durante 12 meses: 400 minutos... Llama a MobileUpd8 al 08000839402 o llama para optar por no participar=J5Q
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),Imagina la vida SIN MÍ... mira... ¿qué tan rápido me estás buscando? No te preocupes... siempre estoy ahí para molestarte... Buenas tardes... :)
ham,"Hm good morning, headache anyone? :-)","Hm, buenos días, ¿alguien con dolor de cabeza? :-)"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,"Sí, no hay problema. Anoche, obviamente, te está pasando factura... Hablamos pronto."
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,"PORNOGRAFÍA HARDCORE ILIMITADA GRATIS directamente a tu móvil Envía PORN al 69200 y obtén acceso GRATIS por 24 horas, luego se cobrará 50p por día. Envía Stop para salir. Este mensaje es gratuito."
ham,I might go 2 sch. Yar at e salon now v boring.,Podría ir a la escuela. Ahora el salón es muy aburrido.
ham, &lt;#&gt;  mins but i had to stop somewhere first.,"<#> minutos, pero tenía que parar en algún lugar primero."
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj","<#> se acerca rápidamente. Así que, te deseo un muy Feliz Año Nuevo, Feliz Sankranti, Feliz Día de la República, Feliz Día de San Valentín, Feliz Shivratri, Feliz Ugadi, Feliz Día de los Inocentes, Feliz Día del Trabajo, Feliz Día de la Independencia, Feliz Día de la Amistad, Feliz Día de la Madre, Feliz Día del Padre, Feliz Día de los Maestros, Feliz Día del Niño, y ¡FELIZ CUMPLEAÑOS PARA TI! Feliz festival de Ganesh, Feliz Dasara, Feliz Diwali, Feliz Navidad <#> Buenos días, tardes, noches. Recuerda que soy el primero en desearte todo esto... tuyo, Raj."
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,Una de las alegrías de la vida es despertarse cada día con pensamientos de que en algún lugar alguien se preocupa lo suficiente como para enviar un cálido saludo matutino.
ham,I didn't get the second half of that message,No recibí la segunda mitad de ese mensaje.
ham,Wat time do u wan 2 meet me later?,¿A qué hora quieres que nos encontremos más tarde?
ham,I thank you so much for all you do with selflessness. I love you plenty.,Te agradezco mucho por todo lo que haces con desinterés. Te quiero mucho.
ham,Am in film ill call you later.,"Estoy en una película, te llamaré más tarde."
ham,How dare you change my ring,¿Cómo te atreves a cambiar mi anillo?
ham,You are a very very very very bad girl. Or lady.,"Eres una chica muy, muy, muy, muy mala. O dama."
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,"Te quiero también, pero intenta administrar mejor tu dinero, cariño. Gary se volvería loco si lo supiera."
ham,"What part of \don't initiate\"" don't you understand""","¿Qué parte de ""no inicies"" no entiendes?"
ham,I finished my lunch already. U wake up already?,Ya terminé mi almuerzo. ¿Ya te despertaste?
ham,You still at the game?,¿Sigues en el juego?
ham,You have got tallent but you are wasting.,"Tienes talento, pero lo estás desperdiciando."
ham,What is your record for one night? :),¿Cuál es tu récord por una noche? :)
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.","También, señor, le envié un correo electrónico sobre cómo iniciar sesión en el portal de pagos de USC. Le enviaré otro mensaje que debería explicar cómo están las cosas en casa. Que tenga un gran fin de semana."
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,me vas a avisar porque vuelve de vacaciones ese día. Está viniendo. No te olvides de enviarme el número.
ham,Jokin only lar... :-) depends on which phone my father can get lor...,Jokin solo lar... :-) depende de qué teléfono pueda conseguir mi padre lor...
ham,"Aight, lemme know what's up","Está bien, avísame qué pasa."
ham,Get ready for  &lt;#&gt;  inches of pleasure...,Prepárate para <#> pulgadas de placer...
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,"Raji, por favor hazme un favor. Por favor, transmite mis deseos de cumpleaños a Nimya. Por favor. Hoy es su cumpleaños."
ham,;-) ok. I feel like john lennon.,;-) está bien. Me siento como John Lennon.
ham,Cos darren say Ã_ considering mah so i ask Ã_...,"Cos Darren dice que está considerando, así que pregunto..."
ham,You are not bothering me but you have to trust my answers. Pls.,"No me estás molestando, pero tienes que confiar en mis respuestas. Por favor."
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",Deseándote a ti y a tu familia una Feliz Navidad y un Próspero Año Nuevo por adelantado.
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,"Un día, un cangrejo estaba corriendo en la orilla del mar. Las olas vinieron y limpiaron las huellas del cangrejo. El cangrejo preguntó: ""Siendo mi amigo, ¿por qué estás borrando mis hermosas huellas?"" Las olas respondieron: ""¡Una zorra estaba siguiendo tus huellas para atraparte! Por eso las borré :) La amistad nunca te decepciona :-) Buenas noches."""
ham,Aight what time you want me to come up?,¿A qué hora quieres que suba?
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,¡Esclava! ¿Dónde estás? ¿Debo invocarte todo el tiempo ahora? ¿No deseas venir a mí por tu cuenta ya?
ham,Your bill at 3 is Ã¥Â£33.65 so thats not bad!,"Tu factura en 3 es £33.65, ¡así que no está mal!"
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,"Déjame saber cómo cambia en las próximas 6 horas. Puede incluso ser un apéndice, pero estás fuera de ese rango de edad. Sin embargo, no es imposible. Así que relájate y házmelo saber en 6 horas."
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?","Hola, sí, acabo de salir de la bañera y necesito peinarme, así que subiré cuando termine, ¿vale?"
ham,So how's the weather over there?,¿Y cómo está el clima por allá?
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ","Está bien. No hay mucho que hacer aquí, sin embargo. H&M el viernes, no puedo esperar. No sé qué demonios voy a hacer durante otras 3 semanas. Convertirme en un vago, oh espera, ¡ya he hecho eso!"
ham,Die... Now i have e toot fringe again...,Muere... Ahora tengo de nuevo un flequillo de dientes...
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,"Jaja, no saben sobre mi increíble teléfono. Podría hacer clic en eliminar ahora mismo si quisiera."
ham,Ok,Está bien.
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""","Pregunta increíble con una respuesta linda: Alguien le preguntó a un niño ""¿cómo es tu vida?"". Él sonrió y respondió: ""¡Ella está bien!"" Buenas noches."
ham,Please leave this topic..sorry for telling that..,"Por favor, deja este tema... lamento haberlo dicho..."
ham,Pls send me the correct name da.,"Por favor, envíame el nombre correcto."
ham,What happened to our yo date?,¿Qué pasó con nuestra cita de yo?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Ã¥Â£100 Cash WKENT/150P16+,"EASTENDERS TV Quiz. ¿A qué FLORECITA se compara DOT? D= VIOLETA E= TULIPÁ F= LIRIO envía D, E o F al 84025 AHORA para tener la oportunidad de GANAR £100 en efectivo WKENT/150P16+"
ham,Webpage s not available!,¡La página web no está disponible!
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,"Acabo de despertarme. Vaya, es tarde. Pero no me dormí hasta las <#> a.m. :/"
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,Ahora estás dado de baja de todos los servicios. ¡Recibe toneladas de chicas o chicos sexys directamente en tu teléfono! Ve a http://gotbabes.co.uk. Sin suscripciones.
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","Queridos todos, como sabemos, el <#> cumpleaños de nuestro querido Gopalettan. Estamos planeando dar un pequeño regalo ese día. Aquellos que deseen participar son bienvenidos. Por favor, contacten a nuestro equipo administrativo para más detalles."
ham,K..k...from tomorrow onwards started ah?,"K..k...¿a partir de mañana comenzamos, ah?"
ham,What u talking bout early morning? It's almost noon where your at!,¿Qué estás diciendo de la mañana temprano? ¡Casi es mediodía donde estás!
ham,Fine. Do you remember me.,Bien. ¿Te acuerdas de mí?
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603","Hola cariño, soy Jordan, ¿cómo estás? Estoy en casa después de estar en el extranjero y me siento solo, mándame un mensaje si quieres charlar xxSP visionsms.com Envía ""stop"" para cancelar. Costo 150p 08712400603"
ham,Ok. How many should i buy.,Está bien. ¿Cuántos debo comprar?
ham,"Sounds good, keep me posted","Suena bien, manténme informado."
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,"¡Consigue un teléfono móvil nuevo siendo un agente de The Mob! ¡Además, muchas más sorpresas! Para más información, solo envía un mensaje de texto con MAT al 87021."
ham,Ok. So april. Cant wait,Está bien. Así que abril. No puedo esperar.
ham,Boy you best get yo ass out here quick,"Chico, más te vale salir de aquí rápido."
ham,Ay wana meet on sat?Ã_ wkg on sat?,¿Te gustaría encontrarte el sábado? ¿Estás trabajando el sábado?
ham,I'm now but have to wait till 2 for the bus to pick me.,"Ahora estoy, pero tengo que esperar hasta las 2 para que el autobús me recoja."
ham,Apart from the one i told you about yesterday?,¿Aparte del que te hablé ayer?
ham,Ok lor... But buy wat?,"Está bien, pero ¿qué comprar?"
ham,Somebody should go to andros and steal ice,Alguien debería ir a Andros y robar hielo.
ham,Don know. I did't msg him recently.,No sé. No le envié un mensaje recientemente.
ham,Take us out shopping and Mark will distract Isaiah.=D,Llévanos de compras y Mark distraerá a Isaiah. =D
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola","Mamá, espero que estés teniendo un gran día. Espero que este mensaje te encuentre bien y llena de vida. Que tengas un gran día. Abiola"
